"pinName","manufacturer","date","Type","estimatedValue","cabinet","displayType","url","rating","ratingsCount.href","ratingsCount.text","makeAndYear","index","gameDesign","artwork","sound","otherRating","staffRating","lowValue","highValue","avgValue","staffValue","age","nameLink"
"Royal Rumble (WWF)","Data East USA, Inc.",1994,"Type Solid state","$1940 - $2260","Wide body","Dot Matrix","https://pinside.com/pinball/archive/royal-rumble-wwf",7.536,"https://pinside.com/pinball/archive/royal-rumble-wwf/ratings","138 ratings","Data East, 1994",108,7.616,7.197,7.111,7.679,7.784,1940,2260,2100,269.784172661871,22,"<a href=""https://pinside.com/pinball/archive/royal-rumble-wwf""target = _blank>Royal Rumble (WWF)</a>"
"NBA Fastbreak","Bally Manufacturing Co.",1997,"Type Solid state","$1850 - $2150","Normal","Dot Matrix","https://pinside.com/pinball/archive/nba-fastbreak",7.536,"https://pinside.com/pinball/archive/nba-fastbreak/ratings","246 ratings","Bally, 1997",109,7.664,7.323,7.315,7.627,7.625,1850,2150,2000,262.295081967213,19,"<a href=""https://pinside.com/pinball/archive/nba-fastbreak""target = _blank>NBA Fastbreak</a>"
"Mousin' Around!","Bally Manufacturing Co.",1989,"Type Solid state","$1110 - $1290","Normal","Alphanumeric","https://pinside.com/pinball/archive/mousin-around",7.535,"https://pinside.com/pinball/archive/mousin-around/ratings","115 ratings","Bally, 1989",110,7.736,7.246,6.964,7.672,7.971,1110,1290,1200,150.54572826496,27,"<a href=""https://pinside.com/pinball/archive/mousin-around""target = _blank>Mousin' Around!</a>"
"Breakshot","Capcom Coin-Op, Inc.",1996,"Type Solid state","$1480 - $1720","Normal","Dot Matrix","https://pinside.com/pinball/archive/breakshot",7.53,"https://pinside.com/pinball/archive/breakshot/ratings","96 ratings","Capcom, 1996",113,7.66,7.589,6.802,7.621,7.583,1480,1720,1600,210.998285638929,20,"<a href=""https://pinside.com/pinball/archive/breakshot""target = _blank>Breakshot</a>"
"Jack*Bot","Williams Electronic Games, Inc.",1995,"Type Solid state","$2030 - $2370","Normal","Dot Matrix","https://pinside.com/pinball/archive/jack-bot",7.529,"https://pinside.com/pinball/archive/jack-bot/ratings","186 ratings","Williams, 1995",114,7.492,7.643,7.053,7.458,7.569,2030,2370,2200,290.659268067116,21,"<a href=""https://pinside.com/pinball/archive/jack-bot""target = _blank>Jack*Bot</a>"
"Black Knight","Williams Electronic Games, Inc.",1980,"Type Solid state","$1390 - $1610","Normal","Digital","https://pinside.com/pinball/archive/black-knight",7.529,"https://pinside.com/pinball/archive/black-knight/ratings","339 ratings","Williams, 1980",115,7.631,7.919,6.499,7.691,7.334,1390,1610,1500,204.526861194437,36,"<a href=""https://pinside.com/pinball/archive/black-knight""target = _blank>Black Knight</a>"
"Joker Poker","D. Gottlieb & Co.",1978,"Type Solid state","$460 - $540","Normal","Digital","https://pinside.com/pinball/archive/joker-poker",7.523,"https://pinside.com/pinball/archive/joker-poker/ratings","55 ratings","Gottlieb, 1978",116,7.753,7.765,4.707,7.976,7.474,460,540,500,66.8985817500669,38,"<a href=""https://pinside.com/pinball/archive/joker-poker""target = _blank>Joker Poker</a>"
"F-14 Tomcat","Williams Electronic Games, Inc.",1987,"Type Solid state","$1200 - $1400","Normal","Alphanumeric","https://pinside.com/pinball/archive/f-14-tomcat",7.522,"https://pinside.com/pinball/archive/f-14-tomcat/ratings","306 ratings","Williams, 1987",117,7.51,7.342,7.091,7.754,7.263,1200,1400,1300,178.989398320253,29,"<a href=""https://pinside.com/pinball/archive/f-14-tomcat""target = _blank>F-14 Tomcat</a>"
"Gorgar","Williams Electronic Games, Inc.",1979,"Type Solid state","$1390 - $1610","Normal","Digital","https://pinside.com/pinball/archive/gorgar",7.519,"https://pinside.com/pinball/archive/gorgar/ratings","216 ratings","Williams, 1979",118,7.369,7.999,7.056,7.495,7.542,1390,1610,1500,198.886237072395,37,"<a href=""https://pinside.com/pinball/archive/gorgar""target = _blank>Gorgar</a>"
"Black Hole","D. Gottlieb & Co.",1981,"Type Solid state","$1110 - $1290","Wide body","Digital","https://pinside.com/pinball/archive/black-hole",7.514,"https://pinside.com/pinball/archive/black-hole/ratings","256 ratings","Gottlieb, 1981",120,7.653,8.035,6.298,7.692,7.602,1110,1290,1200,157.85319652723,35,"<a href=""https://pinside.com/pinball/archive/black-hole""target = _blank>Black Hole</a>"
"Sorcerer","Williams Electronic Games, Inc.",1985,"Type Solid state","$1200 - $1400","Normal","Digital","https://pinside.com/pinball/archive/sorcerer",7.508,"https://pinside.com/pinball/archive/sorcerer/ratings","135 ratings","Williams, 1985",121,7.404,8.218,6.874,7.678,8.224,1200,1400,1300,158.073929961089,31,"<a href=""https://pinside.com/pinball/archive/sorcerer""target = _blank>Sorcerer</a>"
"The Sopranos","Stern Pinball, Inc.",2005,"Type Solid state","$3330 - $3870","Normal","Dot Matrix","https://pinside.com/pinball/archive/sopranos",7.508,"https://pinside.com/pinball/archive/sopranos/ratings","333 ratings","Stern, 2005",122,7.687,6.944,7.35,7.694,6.536,3330,3870,3600,550.795593635251,11,"<a href=""https://pinside.com/pinball/archive/sopranos""target = _blank>The Sopranos</a>"
"Elvis","Stern Pinball, Inc.",2004,"Type Solid state","$4160 - $4840","Normal","Dot Matrix","https://pinside.com/pinball/archive/elvis",7.504,"https://pinside.com/pinball/archive/elvis/ratings","315 ratings","Stern, 2004",124,7.41,7.268,7.757,7.361,7.382,4160,4840,4500,609.590896775941,12,"<a href=""https://pinside.com/pinball/archive/elvis""target = _blank>Elvis</a>"
"Space Station","Williams Electronic Games, Inc.",1987,"Type Solid state","$1660 - $1940","Normal","Alphanumeric","https://pinside.com/pinball/archive/space-station",7.503,"https://pinside.com/pinball/archive/space-station/ratings","101 ratings","Williams, 1987",125,7.452,7.481,6.934,7.644,6.958,1660,1940,1800,258.695027306697,29,"<a href=""https://pinside.com/pinball/archive/space-station""target = _blank>Space Station</a>"
"The Adventures of Rocky and Bullwinkle and Friends","Data East USA, Inc.",1993,"Type Solid state","$1850 - $2150","Normal","Dot Matrix","https://pinside.com/pinball/archive/adventures-of-rocky-and-bullwinkle-and-friends",7.498,"https://pinside.com/pinball/archive/adventures-of-rocky-and-bullwinkle-and-friends/ratings","165 ratings","Data East, 1993",126,7.221,8.068,7.025,7.482,7.309,1850,2150,2000,273.635244219455,23,"<a href=""https://pinside.com/pinball/archive/adventures-of-rocky-and-bullwinkle-and-friends""target = _blank>The Adventures of Rocky and Bullwinkle and Friends</a>"
"The Flintstones","Williams Electronic Games, Inc.",1994,"Type Solid state","$2500 - $2900","Normal","Dot Matrix","https://pinside.com/pinball/archive/flintstones",7.493,"https://pinside.com/pinball/archive/flintstones/ratings","223 ratings","Williams, 1994",127,7.633,7.086,7.279,7.495,7.981,2500,2900,2700,338.303470743015,22,"<a href=""https://pinside.com/pinball/archive/flintstones""target = _blank>The Flintstones</a>"
"Grand Lizard","Williams Electronic Games, Inc.",1986,"Type Solid state","$1110 - $1290","Small body","Alphanumeric","https://pinside.com/pinball/archive/grand-lizard",7.493,"https://pinside.com/pinball/archive/grand-lizard/ratings","82 ratings","Williams, 1986",128,7.773,7.138,6.417,7.732,6.836,1110,1290,1200,175.541252194266,30,"<a href=""https://pinside.com/pinball/archive/grand-lizard""target = _blank>Grand Lizard</a>"
"Terminator 3: Rise of the Machines","Stern Pinball, Inc.",2003,"Type Solid state","$2590 - $3010","Normal","Dot Matrix","https://pinside.com/pinball/archive/terminator-3-rise-of-the-machines",7.492,"https://pinside.com/pinball/archive/terminator-3-rise-of-the-machines/ratings","286 ratings","Stern, 2003",129,7.61,7.306,7.307,7.599,8.094,2590,3010,2800,345.935260686929,13,"<a href=""https://pinside.com/pinball/archive/terminator-3-rise-of-the-machines""target = _blank>Terminator 3: Rise of the Machines</a>"
"Transformers (Pro)","Stern Pinball, Inc.",2011,"Type Solid state","$3330 - $3870","Normal","Dot Matrix","https://pinside.com/pinball/archive/transformers",7.489,"https://pinside.com/pinball/archive/transformers/ratings","204 ratings","Stern, 2011",130,7.354,7.574,7.341,7.394,8.225,3330,3870,3600,437.689969604863,5,"<a href=""https://pinside.com/pinball/archive/transformers""target = _blank>Transformers (Pro)</a>"
"The Avengers (Premium/LE)","Stern Pinball, Inc.",2012,"Type Solid state","$5360 - $6240","Normal","Dot Matrix","https://pinside.com/pinball/archive/the-avengers-le",7.487,"https://pinside.com/pinball/archive/the-avengers-le/ratings","235 ratings","Stern, 2012",131,7.146,7.961,7.265,7.402,7.681,5360,6240,5800,755.110011717224,4,"<a href=""https://pinside.com/pinball/archive/the-avengers-le""target = _blank>The Avengers (Premium/LE)</a>"
"Medusa","Bally Manufacturing Co.",1981,"Type Solid state","$2030 - $2370","Normal","Digital","https://pinside.com/pinball/archive/medusa",7.484,"https://pinside.com/pinball/archive/medusa/ratings","82 ratings","Bally, 1981",132,7.511,8.17,6.289,7.596,7.904,2030,2370,2200,278.34008097166,35,"<a href=""https://pinside.com/pinball/archive/medusa""target = _blank>Medusa</a>"
"Flash Gordon","Bally Manufacturing Co.",1980,"Type Solid state","$1660 - $1940","Normal","Digital","https://pinside.com/pinball/archive/flash-gordon",7.483,"https://pinside.com/pinball/archive/flash-gordon/ratings","145 ratings","Bally, 1980",133,7.553,7.816,6.493,7.622,8.029,1660,1940,1800,224.187320961515,36,"<a href=""https://pinside.com/pinball/archive/flash-gordon""target = _blank>Flash Gordon</a>"
"Mystery Castle","Alvin G. and Company",1993,"Type Solid state","$3700 - $4300","Normal","Dot Matrix","https://pinside.com/pinball/archive/mystery-castle",7.475,"https://pinside.com/pinball/archive/mystery-castle/ratings","40 ratings","Alvin G. & Co, 1993",134,7.274,7.587,7.434,7.627,6.559,3700,4300,4000,609.849062357067,23,"<a href=""https://pinside.com/pinball/archive/mystery-castle""target = _blank>Mystery Castle</a>"
"Skateball","Bally Manufacturing Co.",1980,"Type Solid state","$2030 - $2370","Normal","Digital","https://pinside.com/pinball/archive/skateball",7.466,"https://pinside.com/pinball/archive/skateball/ratings","41 ratings","Bally, 1980",135,7.781,7.542,5.025,7.684,8.559,2030,2370,2200,257.039373758617,36,"<a href=""https://pinside.com/pinball/archive/skateball""target = _blank>Skateball</a>"
"Last Action Hero","Data East USA, Inc.",1993,"Type Solid state","$1850 - $2150","Normal","Dot Matrix","https://pinside.com/pinball/archive/last-action-hero",7.465,"https://pinside.com/pinball/archive/last-action-hero/ratings","202 ratings","Data East, 1993",136,7.894,6.845,7.277,7.624,7.146,1850,2150,2000,279.876854184159,23,"<a href=""https://pinside.com/pinball/archive/last-action-hero""target = _blank>Last Action Hero</a>"
"Baywatch","Sega Pinball, Inc. (US)",1995,"Type Solid state","$1940 - $2260","Normal","Dot Matrix","https://pinside.com/pinball/archive/baywatch",7.462,"https://pinside.com/pinball/archive/baywatch/ratings","125 ratings","Sega, 1995",137,7.859,7.341,6.698,7.526,8.208,1940,2260,2100,255.847953216374,21,"<a href=""https://pinside.com/pinball/archive/baywatch""target = _blank>Baywatch</a>"
"Phantom of the Opera","Data East USA, Inc.",1990,"Type Solid state","$2220 - $2580","Normal","Alphanumeric","https://pinside.com/pinball/archive/phantom-of-the-opera",7.457,"https://pinside.com/pinball/archive/phantom-of-the-opera/ratings","124 ratings","Data East, 1990",138,6.942,8.327,7.284,7.288,7.171,2220,2580,2400,334.68135545949,26,"<a href=""https://pinside.com/pinball/archive/phantom-of-the-opera""target = _blank>Phantom of the Opera</a>"
"Starship Troopers","Sega Pinball, Inc. (US)",1997,"Type Solid state","$1760 - $2040","Normal","Dot Matrix","https://pinside.com/pinball/archive/starship-troopers",7.435,"https://pinside.com/pinball/archive/starship-troopers/ratings","174 ratings","Sega, 1997",142,7.685,7.167,6.823,7.692,7.726,1760,2040,1900,245.922857882475,19,"<a href=""https://pinside.com/pinball/archive/starship-troopers""target = _blank>Starship Troopers</a>"
"Time Machine","Data East USA, Inc.",1988,"Type Solid state","$1390 - $1610","Normal","Alphanumeric","https://pinside.com/pinball/archive/time-machine",7.431,"https://pinside.com/pinball/archive/time-machine/ratings","89 ratings","Data East, 1988",144,7.232,7.212,7.487,7.463,6.828,1390,1610,1500,219.683655536028,28,"<a href=""https://pinside.com/pinball/archive/time-machine""target = _blank>Time Machine</a>"
"Laser War","Data East USA, Inc.",1987,"Type Solid state","$1200 - $1400","Normal","Alphanumeric","https://pinside.com/pinball/archive/laser-war",7.425,"https://pinside.com/pinball/archive/laser-war/ratings","38 ratings","Data East, 1987",145,7.522,6.303,7.355,7.456,7.425,1200,1400,1300,175.084175084175,29,"<a href=""https://pinside.com/pinball/archive/laser-war""target = _blank>Laser War</a>"
"Fireball II","Bally Manufacturing Co.",1980,"Type Solid state","$1290 - $1510","Normal","Digital","https://pinside.com/pinball/archive/fireball-ii",7.423,"https://pinside.com/pinball/archive/fireball-ii/ratings","40 ratings","Bally, 1980",147,7.312,7.953,6.533,7.458,7.949,1290,1510,1400,176.122782739967,36,"<a href=""https://pinside.com/pinball/archive/fireball-ii""target = _blank>Fireball II</a>"
"Eight Ball Deluxe Limited Edition","Bally Manufacturing Co.",1982,"Type Solid state","$1290 - $1510","Custom shape","Digital","https://pinside.com/pinball/archive/eight-ball-deluxe-limited-edition",7.419,"https://pinside.com/pinball/archive/eight-ball-deluxe-limited-edition/ratings","26 ratings","Bally, 1982",148,7.679,7.108,6.25,7.878,7.34,1290,1510,1400,190.735694822888,34,"<a href=""https://pinside.com/pinball/archive/eight-ball-deluxe-limited-edition""target = _blank>Eight Ball Deluxe Limited Edition</a>"
"Shrek","Stern Pinball, Inc.",2008,"Type Solid state","$3980 - $4620","Normal","Dot Matrix","https://pinside.com/pinball/archive/shrek",7.414,"https://pinside.com/pinball/archive/shrek/ratings","201 ratings","Stern, 2008",149,7.497,7.391,7.153,7.237,7.961,3980,4620,4300,540.133149101872,8,"<a href=""https://pinside.com/pinball/archive/shrek""target = _blank>Shrek</a>"
"Dr. Dude","Bally Manufacturing Co.",1990,"Type Solid state","$1480 - $1720","Normal","Alphanumeric","https://pinside.com/pinball/archive/dr-dude",7.411,"https://pinside.com/pinball/archive/dr-dude/ratings","155 ratings","Bally, 1990",150,7.5,7.752,6.574,7.421,7.352,1480,1720,1600,217.627856365615,26,"<a href=""https://pinside.com/pinball/archive/dr-dude""target = _blank>Dr. Dude</a>"
"Star Trek","Data East USA, Inc.",1991,"Type Solid state","$2030 - $2370","Normal","Dot Matrix","https://pinside.com/pinball/archive/star-trek-dataeast",7.409,"https://pinside.com/pinball/archive/star-trek-dataeast/ratings","96 ratings","Data East, 1991",151,7.272,7.837,6.86,7.523,7.185,2030,2370,2200,306.193458594294,25,"<a href=""https://pinside.com/pinball/archive/star-trek-dataeast""target = _blank>Star Trek</a>"
"Avatar (Pro)","Stern Pinball, Inc.",2010,"Type Solid state","$4160 - $4840","Normal","Dot Matrix","https://pinside.com/pinball/archive/avatar",7.409,"https://pinside.com/pinball/archive/avatar/ratings","204 ratings","Stern, 2010",152,7.102,7.803,7.421,7.108,7.548,4160,4840,4500,596.184419713832,6,"<a href=""https://pinside.com/pinball/archive/avatar""target = _blank>Avatar (Pro)</a>"
"Party Zone","Bally Manufacturing Co.",1991,"Type Solid state","$1760 - $2040","Normal","Dot Matrix","https://pinside.com/pinball/archive/party-zone",7.404,"https://pinside.com/pinball/archive/party-zone/ratings","146 ratings","Bally, 1991",154,7.511,7.49,6.922,7.34,6.973,1760,2040,1900,272.479564032698,25,"<a href=""https://pinside.com/pinball/archive/party-zone""target = _blank>Party Zone</a>"
"Apollo 13","Sega Pinball, Inc. (US)",1995,"Type Solid state","$2400 - $2800","Normal","Dot Matrix","https://pinside.com/pinball/archive/apollo-13",7.399,"https://pinside.com/pinball/archive/apollo-13/ratings","145 ratings","Sega, 1995",155,7.589,7.211,7.159,7.538,7.117,2400,2800,2600,365.322467331741,21,"<a href=""https://pinside.com/pinball/archive/apollo-13""target = _blank>Apollo 13</a>"
"Bad Cats","Williams Electronic Games, Inc.",1989,"Type Solid state","$1940 - $2260","Normal","Alphanumeric","https://pinside.com/pinball/archive/bad-cats",7.391,"https://pinside.com/pinball/archive/bad-cats/ratings","97 ratings","Williams, 1989",156,7.229,8.017,6.65,7.425,7.187,1940,2260,2100,292.194239599276,27,"<a href=""https://pinside.com/pinball/archive/bad-cats""target = _blank>Bad Cats</a>"
"Comet","Williams Electronic Games, Inc.",1985,"Type Solid state","$830 - $970","Normal","Digital","https://pinside.com/pinball/archive/comet",7.385,"https://pinside.com/pinball/archive/comet/ratings","141 ratings","Williams, 1985",158,7.615,7.364,6.439,7.659,5.543,830,970,900,162.36694930543,31,"<a href=""https://pinside.com/pinball/archive/comet""target = _blank>Comet</a>"
"Mustang (Pro)","Stern Pinball, Inc.",2014,"Type Solid state","$3980 - $4620","Normal","Dot Matrix","https://pinside.com/pinball/archive/mustang-2014",7.382,"https://pinside.com/pinball/archive/mustang-2014/ratings","109 ratings","Stern, 2014",159,7.191,7.199,7.379,7.308,7.797,3980,4620,4300,551.494164422214,2,"<a href=""https://pinside.com/pinball/archive/mustang-2014""target = _blank>Mustang (Pro)</a>"
"Count-Down","D. Gottlieb & Co.",1979,"Type Solid state","$830 - $970","Normal","Digital","https://pinside.com/pinball/archive/count-down",7.366,"https://pinside.com/pinball/archive/count-down/ratings","26 ratings","Gottlieb, 1979",163,7.486,7.882,3.97,7.581,6.679,830,970,900,134.750711184309,37,"<a href=""https://pinside.com/pinball/archive/count-down""target = _blank>Count-Down</a>"
"Bobby Orr's Power Play","Bally Manufacturing Co.",1977,"Type Solid state","$1020 - $1180","Normal","Digital","https://pinside.com/pinball/archive/bobby-orrs-power-play",7.366,"https://pinside.com/pinball/archive/bobby-orrs-power-play/ratings","45 ratings","Bally, 1977",164,7.281,7.9,5.223,7.454,7.686,1020,1180,1100,143.11735623211,39,"<a href=""https://pinside.com/pinball/archive/bobby-orrs-power-play""target = _blank>Bobby Orr's Power Play</a>"
"Mata Hari","Bally Manufacturing Co.",1977,"Type Solid state","$1390 - $1610","Normal","Digital","https://pinside.com/pinball/archive/mata-hari",7.365,"https://pinside.com/pinball/archive/mata-hari/ratings","80 ratings","Bally, 1977",165,7.326,8.183,5.283,7.505,7.494,1390,1610,1500,200.160128102482,39,"<a href=""https://pinside.com/pinball/archive/mata-hari""target = _blank>Mata Hari</a>"
"Flash","Williams Electronic Games, Inc.",1979,"Type Solid state","$650 - $750","Normal","Digital","https://pinside.com/pinball/archive/flash",7.364,"https://pinside.com/pinball/archive/flash/ratings","112 ratings","Williams, 1979",166,7.723,6.964,6.852,7.62,7.199,650,750,700,97.2357271843312,37,"<a href=""https://pinside.com/pinball/archive/flash""target = _blank>Flash</a>"
"Monopoly","Stern Pinball, Inc.",2001,"Type Solid state","$2500 - $2900","Normal","Dot Matrix","https://pinside.com/pinball/archive/monopoly",7.361,"https://pinside.com/pinball/archive/monopoly/ratings","284 ratings","Stern, 2001",167,7.244,7.548,6.805,7.403,7.142,2500,2900,2700,378.045365443853,15,"<a href=""https://pinside.com/pinball/archive/monopoly""target = _blank>Monopoly</a>"
"Firepower II","Williams Electronic Games, Inc.",1983,"Type Solid state","$550 - $650","Normal","Digital","https://pinside.com/pinball/archive/firepower-ii",7.329,"https://pinside.com/pinball/archive/firepower-ii/ratings","21 ratings","Williams, 1983",169,7.242,7.321,7.055,7.446,7.329,550,650,600,81.8665575112567,33,"<a href=""https://pinside.com/pinball/archive/firepower-ii""target = _blank>Firepower II</a>"
"Meteor","Stern Pinball, Inc.",1979,"Type Solid state","$650 - $750","Normal","Digital","https://pinside.com/pinball/archive/meteor",7.314,"https://pinside.com/pinball/archive/meteor/ratings","75 ratings","Stern, 1979",171,7.409,7.36,6.021,7.472,8.277,650,750,700,84.5717047239338,37,"<a href=""https://pinside.com/pinball/archive/meteor""target = _blank>Meteor</a>"
"Rollergames","Williams Electronic Games, Inc.",1990,"Type Solid state","$1390 - $1610","Normal","Alphanumeric","https://pinside.com/pinball/archive/rollergames",7.31,"https://pinside.com/pinball/archive/rollergames/ratings","126 ratings","Williams, 1990",173,7.722,6.66,6.963,7.472,7.673,1390,1610,1500,195.490681610843,26,"<a href=""https://pinside.com/pinball/archive/rollergames""target = _blank>Rollergames</a>"
"Pharaoh","Williams Electronic Games, Inc.",1981,"Type Solid state","$1200 - $1400","Normal","Digital","https://pinside.com/pinball/archive/pharaoh",7.31,"https://pinside.com/pinball/archive/pharaoh/ratings","31 ratings","Williams, 1981",174,7.161,7.761,5.502,7.257,7.31,1200,1400,1300,177.838577291382,35,"<a href=""https://pinside.com/pinball/archive/pharaoh""target = _blank>Pharaoh</a>"
"Indiana Jones","Stern Pinball, Inc.",2008,"Type Solid state","$4250 - $4950","Normal","Dot Matrix","https://pinside.com/pinball/archive/indiana-jones-(stern)",7.304,"https://pinside.com/pinball/archive/indiana-jones-(stern)/ratings","266 ratings","Stern, 2008",175,6.979,7.372,7.493,7.231,7.293,4250,4950,4600,630.741807212395,8,"<a href=""https://pinside.com/pinball/archive/indiana-jones-(stern)""target = _blank>Indiana Jones</a>"
"Phoenix","Williams Electronic Games, Inc.",1978,"Type Solid state","$650 - $750","Normal","Digital","https://pinside.com/pinball/archive/phoenix",7.299,"https://pinside.com/pinball/archive/phoenix/ratings","17 ratings","Williams, 1978",176,7.228,7.126,5.036,7.405,7.299,650,750,700,95.903548431292,38,"<a href=""https://pinside.com/pinball/archive/phoenix""target = _blank>Phoenix</a>"
"Avatar (LE)","Stern Pinball, Inc.",2010,"Type Solid state","$4440 - $5160","Normal","Dot Matrix","https://pinside.com/pinball/archive/avatar-(le)",7.295,"https://pinside.com/pinball/archive/avatar-(le)/ratings","74 ratings","Stern, 2010",177,6.998,7.816,7.355,7.106,7.626,4440,5160,4800,629.425649095201,6,"<a href=""https://pinside.com/pinball/archive/avatar-(le)""target = _blank>Avatar (LE)</a>"
"Alien Poker","Williams Electronic Games, Inc.",1980,"Type Solid state","$650 - $750","Normal","Digital","https://pinside.com/pinball/archive/alien-poker",7.283,"https://pinside.com/pinball/archive/alien-poker/ratings","40 ratings","Williams, 1980",178,7.55,6.704,6.603,7.619,7.283,650,750,700,96.1142386379239,36,"<a href=""https://pinside.com/pinball/archive/alien-poker""target = _blank>Alien Poker</a>"
"Joust","Williams Electronic Games, Inc.",1983,"Type Solid state","$6010 - $6990","Head to head","Digital","https://pinside.com/pinball/archive/joust",7.28,"https://pinside.com/pinball/archive/joust/ratings","26 ratings","Williams, 1983",179,7.536,7.037,5.93,7.637,7.28,6010,6990,6500,892.857142857143,33,"<a href=""https://pinside.com/pinball/archive/joust""target = _blank>Joust</a>"
"The Simpsons","Data East USA, Inc.",1990,"Type Solid state","$1570 - $1830","Normal","Alphanumeric","https://pinside.com/pinball/archive/simpsons",7.279,"https://pinside.com/pinball/archive/simpsons/ratings","155 ratings","Data East, 1990",180,7.078,7.804,6.911,7.364,6.789,1570,1830,1700,250.40506702018,26,"<a href=""https://pinside.com/pinball/archive/simpsons""target = _blank>The Simpsons</a>"
"Fire!","Williams Electronic Games, Inc.",1987,"Type Solid state","$1480 - $1720","Normal","Alphanumeric","https://pinside.com/pinball/archive/fire",7.279,"https://pinside.com/pinball/archive/fire/ratings","129 ratings","Williams, 1987",181,7.28,7.659,6.429,7.296,7.532,1480,1720,1600,212.426978226235,29,"<a href=""https://pinside.com/pinball/archive/fire""target = _blank>Fire!</a>"
"Radical!","Bally Manufacturing Co.",1990,"Type Solid state","$1850 - $2150","Normal","Alphanumeric","https://pinside.com/pinball/archive/radical",7.274,"https://pinside.com/pinball/archive/radical/ratings","76 ratings","Bally, 1990",182,7.462,6.921,6.404,7.661,6.918,1850,2150,2000,289.100896212778,26,"<a href=""https://pinside.com/pinball/archive/radical""target = _blank>Radical!</a>"
"CSI: Crime Scene Investigation","Stern Pinball, Inc.",2008,"Type Solid state","$3700 - $4300","Normal","Dot Matrix","https://pinside.com/pinball/archive/csi",7.267,"https://pinside.com/pinball/archive/csi/ratings","120 ratings","Stern, 2008",183,7.51,6.904,7.029,7.263,7.734,3700,4300,4000,517.196793379881,8,"<a href=""https://pinside.com/pinball/archive/csi""target = _blank>CSI: Crime Scene Investigation</a>"
"Jokerz!","Williams Electronic Games, Inc.",1988,"Type Solid state","$830 - $970","Normal","Alphanumeric","https://pinside.com/pinball/archive/jokerz",7.266,"https://pinside.com/pinball/archive/jokerz/ratings","111 ratings","Williams, 1988",184,7.053,7.897,6.622,7.181,7.263,830,970,900,123.915737298637,28,"<a href=""https://pinside.com/pinball/archive/jokerz""target = _blank>Jokerz!</a>"
"Big Hurt","D. Gottlieb & Co.",1995,"Type Solid state","$1200 - $1400","Normal","Dot Matrix","https://pinside.com/pinball/archive/big-hurt",7.256,"https://pinside.com/pinball/archive/big-hurt/ratings","58 ratings","Gottlieb, 1995",185,7.616,6.708,6.308,7.601,6.98,1200,1400,1300,186.246418338109,21,"<a href=""https://pinside.com/pinball/archive/big-hurt""target = _blank>Big Hurt</a>"
"World Poker Tour","Stern Pinball, Inc.",2006,"Type Solid state","$2680 - $3120","Normal","Dot Matrix","https://pinside.com/pinball/archive/world-poker-tour",7.255,"https://pinside.com/pinball/archive/world-poker-tour/ratings","185 ratings","Stern, 2006",186,7.471,6.368,6.794,7.447,7.865,2680,3120,2900,368.722186904005,10,"<a href=""https://pinside.com/pinball/archive/world-poker-tour""target = _blank>World Poker Tour</a>"
"Star Wars Episode I","Williams Electronic Games, Inc.",1999,"Type Solid state","$2220 - $2580","Pinball 2000","Tv Screen","https://pinside.com/pinball/archive/star-wars-episode-i",7.252,"https://pinside.com/pinball/archive/star-wars-episode-i/ratings","292 ratings","Williams, 1999",187,6.694,7.8,7.682,6.89,7.995,2220,2580,2400,300.187617260788,17,"<a href=""https://pinside.com/pinball/archive/star-wars-episode-i""target = _blank>Star Wars Episode I</a>"
"Strikes and Spares","Bally Manufacturing Co.",1978,"Type Solid state","$740 - $860","Normal","Digital","https://pinside.com/pinball/archive/strikes-and-spares",7.248,"https://pinside.com/pinball/archive/strikes-and-spares/ratings","60 ratings","Bally, 1978",188,7.123,7.99,5.06,7.44,7.248,740,860,800,110.37527593819,38,"<a href=""https://pinside.com/pinball/archive/strikes-and-spares""target = _blank>Strikes and Spares</a>"
"Strange Science","Bally Manufacturing Co.",1986,"Type Solid state","$1290 - $1510","Normal","Alphanumeric","https://pinside.com/pinball/archive/strange-science",7.242,"https://pinside.com/pinball/archive/strange-science/ratings","65 ratings","Bally, 1986",189,7.339,7.444,6.304,7.369,7.242,1290,1510,1400,193.316763325048,30,"<a href=""https://pinside.com/pinball/archive/strange-science""target = _blank>Strange Science</a>"
"Playboy","Bally Manufacturing Co.",1978,"Type Solid state","$3420 - $3980","Normal","Digital","https://pinside.com/pinball/archive/playboy",7.223,"https://pinside.com/pinball/archive/playboy/ratings","91 ratings","Bally, 1978",192,7.089,8.128,6.036,7.306,7.223,3420,3980,3700,512.252526650976,38,"<a href=""https://pinside.com/pinball/archive/playboy""target = _blank>Playboy</a>"
"Viking","Bally Manufacturing Co.",1979,"Type Solid state","$1290 - $1510","Normal","Digital","https://pinside.com/pinball/archive/viking",7.221,"https://pinside.com/pinball/archive/viking/ratings","28 ratings","Bally, 1979",193,7.22,8.085,5.842,7.28,7.221,1290,1510,1400,193.878964132392,37,"<a href=""https://pinside.com/pinball/archive/viking""target = _blank>Viking</a>"
"Riverboat Gambler","Williams Electronic Games, Inc.",1990,"Type Solid state","$1570 - $1830","Normal","Alphanumeric","https://pinside.com/pinball/archive/riverboat-gambler",7.198,"https://pinside.com/pinball/archive/riverboat-gambler/ratings","55 ratings","Williams, 1990",195,7.37,7.234,6.614,7.429,7.198,1570,1830,1700,236.176715754376,26,"<a href=""https://pinside.com/pinball/archive/riverboat-gambler""target = _blank>Riverboat Gambler</a>"
